,DBpedia
http://dbpedia.org/ontology/SoftballLeague,1.0
http://dbpedia.org/ontology/Software,0.9902729898444051
http://dbpedia.org/ontology/SolarEclipse,1.0
http://dbpedia.org/ontology/Song,0.9469918699186992
http://dbpedia.org/ontology/Sound,0.0001827318410232983
http://dbpedia.org/ontology/SpaceShuttle,1.0
http://dbpedia.org/ontology/SpaceStation,1.0
http://dbpedia.org/ontology/Spacecraft,1.0
http://dbpedia.org/ontology/Species,0.9999054860461554
http://dbpedia.org/ontology/SpeedwayLeague,1.0
http://dbpedia.org/ontology/SpeedwayRider,0.9992211838006231
http://dbpedia.org/ontology/SpeedwayTeam,1.0
http://dbpedia.org/ontology/Sport,0.9837358304583539
http://dbpedia.org/ontology/SportCompetitionResult,1.0
http://dbpedia.org/ontology/SportFacility,0.9879287003610109
http://dbpedia.org/ontology/SportsEvent,0.9918586287643631
http://dbpedia.org/ontology/SportsLeague,0.9975856345254263
http://dbpedia.org/ontology/SportsManager,0.999516700676619
http://dbpedia.org/ontology/SportsSeason,0.7686786765233617
http://dbpedia.org/ontology/SportsTeam,0.9972653297167504
http://dbpedia.org/ontology/SportsTeamMember,0.0031781887775110987
http://dbpedia.org/ontology/SportsTeamSeason,0.9997487121497676
http://dbpedia.org/ontology/SquashPlayer,1.0
http://dbpedia.org/ontology/Stadium,0.9646756082345602
http://dbpedia.org/ontology/Star,0.9863361311731408
http://dbpedia.org/ontology/Station,0.997717452159807
http://dbpedia.org/ontology/Stream,0.9997583206739401
http://dbpedia.org/ontology/SumoWrestler,1.0
http://dbpedia.org/ontology/SupremeCourtOfTheUnitedStatesCase,0.9994476155404162
http://dbpedia.org/ontology/Surname,0.9894001445434835
http://dbpedia.org/ontology/Swimmer,0.9994161606725829
http://dbpedia.org/ontology/TableTennisPlayer,0.9961832061068703
http://dbpedia.org/ontology/TelevisionEpisode,0.9959559860810684
http://dbpedia.org/ontology/TelevisionHost,1.0
http://dbpedia.org/ontology/TelevisionSeason,0.9963880288957688
http://dbpedia.org/ontology/TelevisionShow,0.9940112408599804
http://dbpedia.org/ontology/TelevisionStation,0.9767239331802707
http://dbpedia.org/ontology/TennisLeague,1.0
http://dbpedia.org/ontology/TennisPlayer,0.9939226519337017
http://dbpedia.org/ontology/TennisTournament,1.0
http://dbpedia.org/ontology/Theatre,0.9965116279069768
http://dbpedia.org/ontology/TimePeriod,0.004050696528682258
http://dbpedia.org/ontology/TopicalConcept,0.9760776348454073
http://dbpedia.org/ontology/Tournament,0.9977541548135949
http://dbpedia.org/ontology/Tower,0.9338649155722326
http://dbpedia.org/ontology/Town,0.9999560497516811
http://dbpedia.org/ontology/TradeUnion,1.0
http://dbpedia.org/ontology/Train,0.9908976773383553
http://dbpedia.org/ontology/Tunnel,1.0
http://dbpedia.org/ontology/UnitOfWork,1.0
http://dbpedia.org/ontology/University,0.9690360127337844
http://dbpedia.org/ontology/Valley,0.9935483870967742
http://dbpedia.org/ontology/Vein,0.9744408945686901
http://dbpedia.org/ontology/Venue,0.9920547610316587
http://dbpedia.org/ontology/VideoGame,0.9934730807749421
http://dbpedia.org/ontology/VideogamesLeague,1.0
http://dbpedia.org/ontology/Village,0.9998399312546862
http://dbpedia.org/ontology/VoiceActor,0.992633517495396
http://dbpedia.org/ontology/Volcano,0.9938195302843016
http://dbpedia.org/ontology/VolleyballCoach,0.9868421052631579
http://dbpedia.org/ontology/VolleyballLeague,1.0
http://dbpedia.org/ontology/VolleyballPlayer,0.9993890331449519
http://dbpedia.org/ontology/WaterRide,1.0
http://dbpedia.org/ontology/WaterwayTunnel,1.0
http://dbpedia.org/ontology/Weapon,0.9953858236795602
http://dbpedia.org/ontology/Website,0.9729442970822281
http://dbpedia.org/ontology/WineRegion,0.9656593406593407
http://dbpedia.org/ontology/Winery,0.9982425307557118
http://dbpedia.org/ontology/WinterSportPlayer,0.9992577391608086
http://dbpedia.org/ontology/WomensTennisAssociationTournament,0.9954766875434934
http://dbpedia.org/ontology/Work,0.9527454295324337
http://dbpedia.org/ontology/WorldHeritageSite,0.8099616858237548
http://dbpedia.org/ontology/Wrestler,0.9783424776205603
http://dbpedia.org/ontology/WrestlingEvent,0.994069681245367
http://dbpedia.org/ontology/Writer,0.9053382163905799
http://dbpedia.org/ontology/WrittenWork,0.9872815140641278
http://dbpedia.org/ontology/Year,0.9991751443497388
http://dbpedia.org/ontology/YearInSpaceflight,1.0
http://purl.org/ontology/bibo/Book,0.9957301218010127
http://purl.org/vocommons/voaf#Vocabulary,0.0
http://schema.org/AdministrativeArea,0.9989378331796865
http://schema.org/Airport,0.9938282129096054
http://schema.org/BankOrCreditUnion,1.0
http://schema.org/BodyOfWater,0.9699660485766519
http://schema.org/Book,0.9957301218010127
http://schema.org/Canal,1.0
http://schema.org/City,0.9998559631265604
http://schema.org/CollegeOrUniversity,0.9998526486406837
http://schema.org/Continent,1.0
http://schema.org/Country,0.9853159299911005
http://schema.org/CreativeWork,0.9751525655928263
http://schema.org/EducationalOrganization,0.9985185858402253
http://schema.org/Event,0.8890268542669263
http://schema.org/Festival,0.9924351585014409
http://schema.org/Hospital,0.9984286612193589
http://schema.org/Hotel,0.999619916381604
http://schema.org/LakeBodyOfWater,0.8938488724335241
http://schema.org/LandmarksOrHistoricalBuildings,0.9937313257953014
http://schema.org/Language,0.9950351901358503
http://schema.org/Library,0.9947643979057592
http://schema.org/Mountain,0.9989151535914126
http://schema.org/Movie,0.9989081154432018
http://schema.org/MusicAlbum,0.9745593030270506
http://schema.org/MusicGroup,0.9987780461359295
http://schema.org/MusicRecording,0.9694804787867394
http://schema.org/Organization,0.9984285739396389
http://schema.org/Park,0.9852675109847506
http://schema.org/Person,0.8509391186764459
http://schema.org/Place,0.9941805983526303
http://schema.org/Product,0.9685293454312035
http://schema.org/RadioStation,0.9992609016999261
